timestamp,load,is_weekday,temp_max_num,temp_min_num,Weather,Season,Oil price,Quarterly gdp,split
2022/4/17 14:30,842.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 14:45,721.3,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 15:00,875.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 15:15,1304.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 15:30,1732.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 15:45,1866.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 16:00,2271.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 16:15,2486.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 16:30,2642.1,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 16:45,3535.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 17:00,4532.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 17:15,5796.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 17:30,6229.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 17:45,6465.1,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 18:00,6146,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 18:15,5922.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 18:30,4559.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 18:45,2746.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 19:00,1639.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 19:15,1005.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 19:30,719.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 19:45,624.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 20:00,617.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 20:15,610.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 20:30,625.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 20:45,711.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 21:00,721,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 21:15,835.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 21:30,775.3,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 21:45,560.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 22:00,657.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 22:15,914.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 22:30,829.3,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 22:45,963.1,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 23:00,907.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 23:15,1124.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 23:30,1256.1,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/17 23:45,1419.3,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 0:00,1616.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 0:15,1456.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 0:30,1650.3,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 0:45,1565.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 1:00,1454.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 1:15,1499.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 1:30,1308.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 1:45,1158.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 2:00,1275.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 2:15,1221,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 2:30,1245,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 2:45,1122.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 3:00,1134.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 3:15,1279.1,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 3:30,1923.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 3:45,2023.3,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 4:00,2242.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 4:15,1914.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 4:30,2127.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 4:45,2316.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 5:00,2829.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 5:15,3533,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 5:30,4346.3,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 5:45,4486.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 6:00,4138.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 6:15,3698.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 6:30,2857.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 6:45,2087.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 7:00,1209.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 7:15,734.9,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 7:30,732.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 7:45,466.3,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 8:00,360.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 8:15,252.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 8:30,218.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 8:45,249.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 9:00,221.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 9:15,218.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 9:30,283.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 9:45,253.6,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 10:00,220.5,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 10:15,162.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 10:30,190.1,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 10:45,393.4,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 11:00,684.2,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 11:15,766.8,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 11:30,1831.7,1,27,21,cloudy,spring,9.01,7952.3,history
2022/4/18 11:45,3831,1,27,21,cloudy,spring,9.01,7952.3,history
